epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,186.6,1.98751,8.18901,1.21743,0.00014,0.03247,9e-05,2e-05,1.54457,10.4599,1.02152,0.000408333,0.000408333,0.000408333
2,371.535,1.83758,6.46944,1.22231,0.00228,0.35466,0.15234,0.05448,1.89934,9.53279,1.30265,0.000808665,0.000808665,0.000808665
3,554.756,1.93051,5.31729,1.24178,0.56606,0.2985,0.44538,0.15868,1.99746,7.31664,1.35202,0.0011925,0.0011925,0.0011925
4,738.142,1.93933,4.4132,1.24201,0.49731,0.50524,0.50063,0.21339,1.92951,5.18264,1.27155,0.00117575,0.00117575,0.00117575
5,922.809,1.85359,3.89971,1.23961,0.57736,0.46731,0.52701,0.20294,1.89436,4.35918,1.26275,0.001151,0.001151,0.001151
6,1105.77,1.77946,3.1074,1.22264,0.63677,0.5616,0.58153,0.25693,1.87581,3.4573,1.2462,0.00112625,0.00112625,0.00112625
7,1288.57,1.79401,2.81401,1.21557,0.56685,0.59722,0.60043,0.27617,1.84775,2.87396,1.23225,0.0011015,0.0011015,0.0011015
8,1472.01,1.75946,2.50202,1.20964,0.68394,0.53104,0.63612,0.29613,1.78023,2.50194,1.22143,0.00107675,0.00107675,0.00107675
9,1655.29,1.72166,2.19979,1.16912,0.63895,0.59948,0.61269,0.25683,1.92441,2.45168,1.25853,0.001052,0.001052,0.001052
10,1839.43,1.75009,2.06437,1.19038,0.64884,0.57553,0.59318,0.24904,1.89282,2.48884,1.24757,0.00102725,0.00102725,0.00102725
11,2022.98,1.75388,1.94673,1.19136,0.67541,0.62054,0.65695,0.31661,1.74244,2.05646,1.18197,0.0010025,0.0010025,0.0010025
12,2206.03,1.68361,1.7884,1.18745,0.67976,0.6084,0.68966,0.33088,1.74436,1.7586,1.1933,0.00097775,0.00097775,0.00097775
13,2390.51,1.71185,1.69135,1.1537,0.71429,0.67098,0.71209,0.32966,1.81728,1.78525,1.21962,0.000953,0.000953,0.000953
14,2574.72,1.66132,1.68661,1.19041,0.63684,0.61295,0.64645,0.28407,1.87284,1.96427,1.24652,0.00092825,0.00092825,0.00092825
15,2758.4,1.7345,1.57198,1.17383,0.7382,0.61461,0.69965,0.31991,1.85863,1.66414,1.23155,0.0009035,0.0009035,0.0009035
16,2944.09,1.69823,1.48531,1.15983,0.68053,0.65921,0.68538,0.30286,1.91963,1.71346,1.25627,0.00087875,0.00087875,0.00087875
17,3127.87,1.73794,1.47524,1.17928,0.67644,0.61931,0.67468,0.27312,2.0238,1.74348,1.3041,0.000854,0.000854,0.000854
18,3313.27,1.69575,1.44051,1.18528,0.71809,0.68931,0.74471,0.34395,1.88417,1.44434,1.2351,0.00082925,0.00082925,0.00082925
19,3498.74,1.73591,1.41544,1.1634,0.71781,0.67156,0.72416,0.34723,1.87843,1.43436,1.24073,0.0008045,0.0008045,0.0008045
20,3682.33,1.65874,1.31963,1.15702,0.67599,0.65835,0.6968,0.32678,1.80641,1.50365,1.21359,0.00077975,0.00077975,0.00077975
21,3866.34,1.69848,1.33794,1.15552,0.76299,0.66715,0.73526,0.35703,1.79352,1.36339,1.20929,0.000755,0.000755,0.000755
22,4051.31,1.66181,1.25778,1.15379,0.74124,0.66237,0.70926,0.28759,2.07537,1.56804,1.34681,0.00073025,0.00073025,0.00073025
23,4236.22,1.6952,1.27174,1.1595,0.74312,0.69014,0.74884,0.36443,1.84103,1.31785,1.22006,0.0007055,0.0007055,0.0007055
24,4420.91,1.66836,1.21942,1.13286,0.79815,0.62144,0.73733,0.33814,2.00205,1.41675,1.28086,0.00068075,0.00068075,0.00068075
25,4605.67,1.6661,1.22557,1.13306,0.78098,0.69398,0.77176,0.36335,1.89911,1.32665,1.23646,0.000656,0.000656,0.000656
26,4789.06,1.69649,1.16322,1.15843,0.81538,0.69421,0.78147,0.36895,1.86321,1.2004,1.21953,0.00063125,0.00063125,0.00063125
27,4971.23,1.63167,1.14044,1.16541,0.78127,0.71075,0.75854,0.36035,1.86469,1.20249,1.22833,0.0006065,0.0006065,0.0006065
28,5155,1.55918,1.07236,1.11201,0.78892,0.65001,0.74159,0.36409,1.86092,1.27434,1.22417,0.00058175,0.00058175,0.00058175
29,5338.92,1.6005,1.06223,1.12541,0.80162,0.69022,0.75967,0.36577,1.86373,1.19832,1.21801,0.000557,0.000557,0.000557
30,5522.38,1.6308,1.07883,1.14427,0.76501,0.72103,0.7713,0.36491,1.955,1.14054,1.25767,0.00053225,0.00053225,0.00053225
31,5705.35,1.59181,1.04381,1.10997,0.73381,0.73937,0.74611,0.34068,2.01404,1.26931,1.30052,0.0005075,0.0005075,0.0005075
32,5888.77,1.62717,1.06139,1.1193,0.81859,0.74139,0.79872,0.3819,1.89002,1.10881,1.23177,0.00048275,0.00048275,0.00048275
33,6085.81,1.55859,1.00615,1.09873,0.80629,0.71318,0.77709,0.37365,1.91444,1.18023,1.23081,0.000458,0.000458,0.000458
34,6284.38,1.55644,0.98346,1.0989,0.78696,0.74984,0.77599,0.38792,1.84612,1.13088,1.22041,0.00043325,0.00043325,0.00043325
35,6470.26,1.57215,0.9663,1.08722,0.78561,0.7318,0.79659,0.41987,1.76058,1.14344,1.1921,0.0004085,0.0004085,0.0004085
36,6653.52,1.53042,0.93878,1.09811,0.81789,0.71696,0.79653,0.41278,1.7896,1.0923,1.19974,0.00038375,0.00038375,0.00038375
37,6835.94,1.5398,0.92045,1.10553,0.85334,0.71099,0.79518,0.38864,1.88056,1.08148,1.23172,0.000359,0.000359,0.000359
38,7019.51,1.49983,0.91718,1.09488,0.81596,0.74018,0.79658,0.36389,1.94846,1.07348,1.26207,0.00033425,0.00033425,0.00033425
39,7203.42,1.48194,0.88741,1.0756,0.75691,0.75866,0.7792,0.3485,1.99996,1.14377,1.28591,0.0003095,0.0003095,0.0003095
40,7387.9,1.45768,0.8519,1.06805,0.7894,0.75093,0.78907,0.3651,1.95708,1.06967,1.26707,0.00028475,0.00028475,0.00028475
41,7568.96,1.40563,0.72585,1.10446,0.78743,0.7675,0.79162,0.38073,1.91411,1.13184,1.24862,0.00026,0.00026,0.00026
42,7750.8,1.39148,0.69999,1.11075,0.81535,0.74836,0.79679,0.38603,1.89391,1.04205,1.23333,0.00023525,0.00023525,0.00023525
43,7932.35,1.37483,0.68372,1.10066,0.85096,0.73447,0.79111,0.38374,1.94059,1.07868,1.25687,0.0002105,0.0002105,0.0002105
44,8115.4,1.35895,0.66587,1.08311,0.81668,0.7673,0.80684,0.39787,1.8789,1.06617,1.23146,0.00018575,0.00018575,0.00018575
