t_s,wx,wy,x_cm,y_cm
0.116,500,49,142.5,13.86
0.248,500,49,142.54,13.87
0.351,500,49,142.57,13.87
0.462,500,49,142.61,13.86
0.546,500,49,142.65,13.86
0.65,500,49,142.69,13.86
0.757,500,49,142.71,13.86
0.849,500,49,142.72,13.87
0.965,500,49,142.73,13.87
1.057,500,49,142.73,13.87
1.164,500,49,142.74,13.87
1.276,500,49,142.74,13.87
1.381,500,49,142.73,13.88
1.46,500,49,142.73,13.88
1.547,500,49,142.73,13.88
1.651,500,49,142.72,13.89
1.769,500,49,142.72,13.89
1.847,500,49,142.7,13.89
1.942,500,49,142.7,13.89
2.059,500,49,142.69,13.89
2.143,500,49,142.68,13.89
2.226,500,49,142.67,13.89
2.31,500,49,142.66,13.89
2.413,500,49,142.64,13.88
2.528,500,49,142.62,13.88
2.612,500,49,142.59,13.88
2.714,500,49,142.56,13.87
2.829,500,49,142.53,13.87
2.941,500,49,142.5,13.87
3.063,500,49,142.47,13.87
3.144,500,49,142.45,13.87
3.283,500,49,142.44,13.87
3.383,500,49,142.42,13.87
3.481,500,49,142.4,13.87
3.624,500,49,142.38,13.87
3.717,500,49,142.35,13.87
3.828,500,49,142.32,13.87
3.938,500,49,142.29,13.87
4.008,501,49,142.55,13.87
4.127,501,49,142.54,13.87
4.211,499,47,141.96,13.3
4.283,501,49,142.52,13.87
4.35,500,49,142.23,13.87
4.418,500,49,142.21,13.87
4.505,500,49,142.2,13.87
4.618,500,49,142.2,13.87
4.713,500,49,142.19,13.87
4.826,500,49,142.18,13.87
4.939,499,49,141.89,13.87
5.009,500,49,142.16,13.87
5.128,499,50,141.87,14.15
5.209,499,49,141.86,13.87
5.312,499,49,141.85,13.87
5.426,499,49,141.84,13.87
5.507,499,49,141.82,13.87
5.724,498,49,141.52,13.87
5.809,495,49,140.66,13.87
5.972,488,50,138.64,14.15
6.04,486,50,138.06,14.15
6.122,484,50,137.49,14.15
6.209,482,50,136.91,14.15
9.68,387,49,109.67,13.83
9.795,384,49,108.81,13.83
9.877,381,50,107.95,14.11
9.946,380,50,107.66,14.11
10.111,373,49,105.65,13.83
10.214,370,49,104.8,13.83
10.332,367,49,103.94,13.83
10.411,364,49,103.08,13.82
10.516,361,49,102.22,13.82
10.608,359,49,101.65,13.82
10.953,349,49,98.83,13.82
11.157,341,51,96.56,14.38
11.272,339,50,95.99,14.1
11.344,335,50,94.85,14.1
11.518,330,50,93.44,14.1
11.695,325,50,92.03,14.11
11.859,320,50,90.64,14.11
11.953,318,50,90.09,14.11
17.726,161,48,45.69,13.58
17.836,161,48,45.68,13.58
17.95,162,48,45.96,13.58
18.021,162,48,45.96,13.58
18.138,162,48,45.95,13.58
18.216,161,48,45.67,13.58
18.283,161,48,45.67,13.58
18.363,161,48,45.67,13.57
18.436,161,48,45.68,13.57
18.514,162,48,45.96,13.57
18.629,162,48,45.96,13.57
18.736,161,48,45.69,13.57
18.821,161,48,45.7,13.57
18.903,160,48,45.42,13.57
18.992,162,48,46.0,13.57
19.097,161,48,45.73,13.57
19.208,162,48,46.05,13.58
19.296,161,48,45.78,13.58
19.4,161,48,45.8,13.58
19.508,161,48,45.81,13.58
19.623,162,48,46.13,13.59
19.748,160,48,45.6,13.59
19.83,160,48,45.64,13.6
19.91,160,48,45.67,13.61
20.009,160,48,45.7,13.61
20.102,160,48,45.72,13.61
20.214,160,48,45.74,13.61
20.3,160,48,45.76,13.61
20.403,161,48,46.06,13.61
20.514,161,48,46.07,13.61
20.626,160,48,45.79,13.61
20.752,161,48,46.08,13.61
20.873,161,48,46.09,13.61
20.962,160,48,45.8,13.61
21.047,162,48,46.38,13.6
21.13,162,48,46.38,13.6
21.212,162,48,46.38,13.6
21.304,162,48,46.37,13.6
21.41,161,48,46.08,13.6
21.514,161,48,46.08,13.6
21.628,160,48,45.79,13.6
21.752,160,48,45.79,13.6
21.833,162,48,46.37,13.6
21.975,160,48,45.8,13.6
22.066,162,48,46.36,13.6
22.172,162,48,46.36,13.6
22.308,160,48,45.78,13.6
22.41,160,48,45.77,13.59
