t_s,wx,wy,x_cm,y_cm
0.117,515,48,146.61,13.54
0.232,515,48,146.63,13.54
0.339,515,48,146.65,13.54
0.448,515,48,146.67,13.54
0.562,515,48,146.68,13.54
0.664,515,48,146.69,13.53
0.74,515,48,146.69,13.53
0.831,515,48,146.69,13.53
0.936,515,47,146.7,13.25
1.044,515,47,146.71,13.25
1.126,515,47,146.72,13.25
1.218,515,47,146.73,13.25
1.289,515,47,146.74,13.25
1.361,515,47,146.74,13.25
1.457,515,48,146.73,13.53
1.55,515,48,146.73,13.53
1.638,515,48,146.72,13.52
1.737,515,48,146.71,13.52
1.817,515,48,146.7,13.52
1.889,515,48,146.68,13.52
1.992,515,47,146.66,13.24
2.101,515,47,146.63,13.24
2.212,515,47,146.6,13.24
2.287,515,47,146.57,13.24
2.356,515,47,146.54,13.24
2.464,515,47,146.5,13.24
2.553,516,47,146.76,13.24
2.634,515,47,146.44,13.24
2.723,515,47,146.41,13.25
2.895,514,48,146.05,13.53
3.406,503,49,142.8,13.81
3.572,497,48,141.07,13.53
6.78,390,48,110.51,13.57
6.889,387,48,109.65,13.57
6.96,383,48,108.52,13.57
7.076,380,48,107.66,13.58
7.16,377,48,106.8,13.58
7.671,362,48,102.56,13.58
8.161,347,49,98.34,13.87
8.677,328,50,92.99,14.16
9.081,314,49,89.02,13.88
9.383,304,49,86.18,13.87
9.846,288,48,81.61,13.59
9.938,286,49,81.04,13.87
10.033,283,49,80.19,13.87
10.23,279,49,79.06,13.88
10.335,275,48,77.94,13.59
10.453,273,50,77.37,14.16
10.772,261,49,73.99,13.88
10.901,257,49,72.88,13.88
11.234,244,50,69.35,14.18
11.335,240,50,68.23,14.18
11.75,225,52,64.01,14.75
12.282,205,50,58.32,14.18
12.446,199,50,56.61,14.18
12.563,195,50,55.46,14.18
13.242,169,49,48.01,13.88
13.344,167,49,47.44,13.88
13.706,161,48,45.71,13.59
14.176,160,48,45.43,13.59
14.288,160,48,45.42,13.58
14.367,160,48,45.42,13.58
14.442,160,48,45.42,13.58
14.512,160,48,45.41,13.58
14.583,160,48,45.41,13.58
14.667,161,48,45.69,13.57
14.771,160,48,45.4,13.57
14.915,161,48,45.68,13.57
15.007,161,48,45.67,13.57
15.117,160,49,45.38,13.85
15.229,161,48,45.66,13.56
15.302,161,48,45.66,13.56
15.416,160,49,45.38,13.84
15.503,161,48,45.67,13.55
15.589,160,49,45.39,13.83
15.673,160,49,45.39,13.83
15.774,160,49,45.38,13.82
15.927,160,49,45.38,13.82
16.02,160,48,45.38,13.54
16.124,160,49,45.38,13.81
16.249,160,49,45.38,13.81
16.361,160,49,45.38,13.81
16.453,160,49,45.38,13.81
16.585,160,48,45.38,13.53
16.683,161,48,45.66,13.53
16.785,160,48,45.37,13.53
16.921,161,48,45.66,13.53
17.019,160,49,45.37,13.81
