t_s,wx,wy,x_cm,y_cm
20.93,247,46,70.08,13.01
21.013,246,46,69.8,13.01
21.096,244,46,69.24,13.01
21.201,241,46,68.39,13.01
21.336,240,46,68.12,13.01
21.435,238,46,67.55,13.01
21.547,237,46,67.27,13.01
21.658,237,44,67.27,12.44
21.845,232,45,65.85,12.72
21.932,231,45,65.56,12.73
22.014,231,46,65.56,13.01
22.202,227,46,64.44,13.01
22.345,225,46,63.88,13.01
22.437,223,46,63.32,13.02
22.511,222,46,63.04,13.02
22.62,221,45,62.76,12.73
23.021,216,45,61.35,12.73
23.099,214,45,60.78,12.73
23.214,212,45,60.22,12.73
23.617,206,45,58.52,12.73
23.708,204,45,57.96,12.73
23.798,202,45,57.39,12.73
24.333,195,45,55.42,12.73
24.449,192,45,54.56,12.73
24.538,190,45,53.99,12.73
24.618,189,45,53.71,12.73
25.331,178,44,50.58,12.44
25.52,174,44,49.45,12.44
25.681,172,43,48.88,12.16
25.767,171,43,48.6,12.16
25.873,169,43,48.04,12.16
26.03,168,43,47.76,12.17
26.117,164,43,46.63,12.17
26.22,165,43,46.92,12.17
26.334,164,43,46.64,12.17
26.77,160,43,45.5,12.17
26.874,160,42,45.5,11.89
27.401,160,42,45.47,11.88
27.468,160,42,45.47,11.88
27.581,160,42,45.46,11.88
27.673,160,42,45.46,11.88
27.746,160,42,45.46,11.89
27.815,160,42,45.46,11.89
28.026,160,42,45.45,11.89
28.117,160,42,45.46,11.89
28.376,160,42,45.46,11.89
28.589,160,42,45.46,11.88
28.889,160,43,45.46,12.16
29.127,160,42,45.46,11.87
29.35,160,42,45.46,11.86
29.447,160,42,45.45,11.86
29.55,160,42,45.45,11.86
30.134,160,43,45.45,12.14
30.357,160,42,45.45,11.85
30.448,160,42,45.45,11.85
30.553,160,42,45.45,11.85
30.785,160,42,45.45,11.85
31.02,160,43,45.45,12.13
31.135,160,43,45.45,12.13
31.36,160,42,45.44,11.84
31.555,160,42,45.44,11.84
31.692,160,43,45.44,12.12
31.791,160,43,45.43,12.12
32.027,160,43,45.44,12.12
32.114,160,43,45.44,12.12
32.195,160,43,45.44,12.12
32.284,160,42,45.43,11.83
32.387,160,42,45.44,11.83
32.498,160,42,45.44,11.83
32.687,160,43,45.45,12.12
32.797,160,43,45.45,12.11
33.051,160,42,45.44,11.83
33.68,160,42,45.43,11.83
