t_s,wx,wy,x_cm,y_cm
0.076,486,51,147.01,15.43
0.166,486,51,147.01,15.43
0.251,486,51,147.01,15.43
0.335,486,51,147.01,15.43
0.42,486,51,147.01,15.43
0.518,486,51,147.01,15.43
0.603,486,51,147.01,15.43
0.688,486,51,147.01,15.43
0.772,486,51,147.01,15.43
0.86,486,51,147.01,15.43
0.944,486,51,147.01,15.43
1.029,486,51,147.01,15.43
1.111,486,51,147.01,15.43
1.203,486,51,147.01,15.43
1.286,486,51,147.01,15.43
1.368,486,51,147.01,15.43
1.452,486,51,147.01,15.43
1.536,486,51,147.01,15.43
1.622,486,51,147.01,15.43
1.706,486,51,147.01,15.43
1.789,486,51,147.01,15.43
1.881,486,51,147.01,15.43
1.964,486,51,147.01,15.43
2.046,486,51,147.01,15.43
2.211,486,51,147.01,15.43
2.63,486,51,147.01,15.43
2.708,486,51,147.01,15.43
2.784,486,52,147.01,15.73
2.86,486,52,147.01,15.73
2.935,487,52,147.32,15.73
3.011,486,51,147.01,15.43
3.166,486,51,147.01,15.43
3.239,486,51,147.01,15.43
3.313,487,51,147.32,15.43
3.385,487,51,147.32,15.43
3.459,487,52,147.32,15.73
3.533,487,51,147.32,15.43
3.606,485,51,146.71,15.43
3.679,481,51,145.5,15.43
3.759,475,52,143.69,15.73
3.834,470,52,142.17,15.73
3.906,463,53,140.06,16.03
3.98,456,52,137.94,15.73
4.052,445,52,134.61,15.73
4.125,438,53,132.5,16.03
4.199,430,53,130.07,16.03
4.274,423,53,127.96,16.03
4.356,412,54,124.63,16.33
4.43,408,55,123.42,16.64
4.505,396,54,119.79,16.33
4.579,384,54,116.16,16.33
4.655,379,54,114.65,16.33
4.73,371,54,112.23,16.33
4.807,360,53,108.9,16.03
4.883,348,53,105.27,16.03
4.969,344,52,104.06,15.73
5.047,328,53,99.22,16.03
5.203,310,53,93.77,16.03
5.282,301,53,91.05,16.03
5.36,287,51,86.82,15.43
5.439,276,52,83.49,15.73
5.517,263,52,79.56,15.73
5.605,254,54,76.83,16.33
5.682,243,54,73.51,16.33
5.76,230,55,69.58,16.64
5.84,223,54,67.46,16.33
5.92,215,54,65.04,16.33
5.998,204,52,61.71,15.73
6.076,198,51,59.89,15.43
6.154,192,51,58.08,15.43
6.243,184,50,55.66,15.12
6.4,178,49,53.84,14.82
6.709,175,48,52.94,14.52
6.786,175,48,52.94,14.52
6.87,175,48,52.94,14.52
6.945,175,48,52.94,14.52
7.021,175,48,52.94,14.52
7.098,175,48,52.94,14.52
7.175,175,48,52.94,14.52
7.251,175,48,52.94,14.52
7.329,175,48,52.94,14.52
7.403,175,48,52.94,14.52
7.488,175,48,52.94,14.52
7.563,175,48,52.94,14.52
7.641,175,48,52.94,14.52
7.719,175,48,52.94,14.52
7.797,175,48,52.94,14.52
7.875,175,48,52.94,14.52
7.955,175,48,52.94,14.52
8.034,175,48,52.94,14.52
8.124,175,48,52.94,14.52
8.202,175,48,52.94,14.52
8.283,174,48,52.63,14.52
8.363,174,48,52.63,14.52
8.443,174,48,52.63,14.52
8.524,175,48,52.94,14.52
8.606,175,48,52.94,14.52
8.688,175,48,52.94,14.52
8.775,175,48,52.94,14.52
8.86,174,48,52.63,14.52
8.942,174,48,52.63,14.52
9.026,175,48,52.94,14.52
9.108,174,48,52.63,14.52
9.193,174,48,52.63,14.52
9.276,174,48,52.63,14.52
9.359,174,48,52.63,14.52
9.453,174,48,52.63,14.52
9.534,174,48,52.63,14.52
