t_s,wx,wy,x_cm,y_cm
7.651,404,48,122.21,14.52
7.727,401,47,121.3,14.22
7.805,399,47,120.7,14.22
7.883,397,47,120.09,14.22
7.969,396,48,119.79,14.52
8.124,391,47,118.28,14.22
8.205,389,48,117.67,14.52
8.282,388,47,117.37,14.22
8.36,384,48,116.16,14.52
8.437,382,47,115.55,14.22
8.517,380,47,114.95,14.22
8.604,377,47,114.04,14.22
8.683,376,47,113.74,14.22
8.761,374,47,113.13,14.22
8.838,371,47,112.23,14.22
8.916,369,47,111.62,14.22
9.072,365,47,110.41,14.22
9.151,365,48,110.41,14.52
9.239,362,48,109.5,14.52
9.396,357,48,107.99,14.52
9.475,355,48,107.39,14.52
9.552,354,48,107.08,14.52
9.707,350,48,105.88,14.52
9.947,344,48,104.06,14.52
10.102,340,48,102.85,14.52
10.264,335,48,101.34,14.52
10.345,333,48,100.73,14.52
10.425,331,48,100.13,14.52
10.513,329,48,99.52,14.52
10.595,328,48,99.22,14.52
10.826,322,49,97.41,14.82
10.902,319,48,96.5,14.52
10.98,318,49,96.19,14.82
11.056,315,49,95.29,14.82
11.145,312,48,94.38,14.52
11.224,311,48,94.08,14.52
11.376,307,48,92.87,14.52
11.455,305,48,92.26,14.52
11.614,302,48,91.36,14.52
11.691,300,48,90.75,14.52
11.777,299,48,90.45,14.52
12.01,291,48,88.03,14.52
12.088,290,48,87.72,14.52
12.166,287,48,86.82,14.52
12.244,286,48,86.52,14.52
12.322,285,48,86.21,14.52
12.409,280,48,84.7,14.52
12.484,279,48,84.4,14.52
12.561,275,48,83.19,14.52
12.639,274,48,82.88,14.52
12.717,272,48,82.28,14.52
12.794,268,48,81.07,14.52
12.888,266,48,80.47,14.52
12.974,265,48,80.16,14.52
13.061,262,48,79.25,14.52
13.138,259,48,78.35,14.52
13.216,257,48,77.74,14.52
13.295,256,48,77.44,14.52
13.376,254,48,76.83,14.52
13.455,250,48,75.62,14.52
13.532,248,48,75.02,14.52
13.61,247,47,74.72,14.22
13.698,245,48,74.11,14.52
13.776,243,48,73.51,14.52
13.854,242,48,73.2,14.52
13.933,240,48,72.6,14.52
14.011,238,48,72.0,14.52
14.091,236,48,71.39,14.52
14.171,232,48,70.18,14.52
14.25,230,48,69.58,14.52
14.341,229,48,69.27,14.52
14.422,226,48,68.36,14.52
14.5,224,48,67.76,14.52
14.578,220,48,66.55,14.52
14.661,219,48,66.25,14.52
14.738,216,49,65.34,14.82
14.817,213,49,64.43,14.82
14.896,211,49,63.83,14.82
14.982,209,49,63.22,14.82
15.059,205,49,62.01,14.82
15.136,204,49,61.71,14.82
15.213,201,49,60.8,14.82
15.29,199,49,60.2,14.82
15.367,195,49,58.99,14.82
15.445,194,49,58.68,14.82
15.524,192,49,58.08,14.82
15.611,190,48,57.48,14.52
15.69,188,48,56.87,14.52
15.769,185,47,55.96,14.22
15.849,183,47,55.36,14.22
15.927,182,47,55.05,14.22
16.164,178,47,53.84,14.22
16.328,175,47,52.94,14.22
16.559,175,47,52.94,14.22
16.638,175,46,52.94,13.91
16.717,175,46,52.94,13.91
16.795,175,46,52.94,13.91
16.881,174,46,52.63,13.91
16.96,175,46,52.94,13.91
17.037,175,46,52.94,13.91
17.115,175,46,52.94,13.91
17.192,175,46,52.94,13.91
17.271,175,46,52.94,13.91
17.35,175,46,52.94,13.91
17.427,175,46,52.94,13.91
17.513,175,46,52.94,13.91
17.59,175,46,52.94,13.91
17.668,174,46,52.63,13.91
17.745,175,46,52.94,13.91
17.824,175,46,52.94,13.91
17.902,175,46,52.94,13.91
17.981,175,46,52.94,13.91
18.06,175,46,52.94,13.91
18.149,175,46,52.94,13.91
18.231,175,46,52.94,13.91
18.318,175,46,52.94,13.91
18.404,175,46,52.94,13.91
18.489,175,46,52.94,13.91
18.572,175,46,52.94,13.91
18.656,175,46,52.94,13.91
18.74,175,46,52.94,13.91
