t_s,wx,wy,x_cm,y_cm
27.285,161,49,45.99,13.91
27.384,161,49,45.99,13.91
27.499,161,49,45.99,13.9
27.583,161,49,45.99,13.9
27.683,161,49,45.99,13.91
27.799,161,49,45.98,13.91
27.914,161,49,45.98,13.91
28.031,161,49,45.98,13.91
28.121,161,49,45.97,13.91
28.259,161,49,45.97,13.91
28.354,161,50,45.96,14.19
28.453,161,49,45.96,13.91
28.592,161,49,45.96,13.9
28.686,161,49,45.95,13.9
28.802,161,49,45.94,13.9
28.912,162,49,46.22,13.9
29.031,162,49,46.21,13.9
29.115,161,50,45.92,14.18
29.272,162,49,46.2,13.9
29.399,161,49,45.91,13.9
29.48,160,49,45.62,13.9
29.589,160,49,45.62,13.9
29.689,160,50,45.62,14.19
29.81,160,49,45.62,13.9
29.916,161,49,45.91,13.91
