t_s,wx,wy,x_cm,y_cm
0.081,499,50,142.03,14.13
0.19,499,50,142.05,14.13
0.305,499,50,142.06,14.13
0.428,499,50,142.08,14.13
0.522,499,50,142.08,14.12
0.649,499,50,142.09,14.12
0.746,499,50,142.1,14.12
0.846,499,50,142.1,14.12
1.005,499,50,142.11,14.12
1.122,499,50,142.12,14.12
1.211,499,50,142.14,14.12
1.305,499,50,142.18,14.12
1.426,499,50,142.21,14.12
1.513,499,50,142.24,14.13
1.678,499,50,142.28,14.13
1.79,499,50,142.32,14.13
1.88,499,50,142.34,14.13
2.0,499,50,142.37,14.13
2.084,499,50,142.39,14.13
2.193,499,50,142.4,14.13
2.309,499,50,142.41,14.12
2.423,499,50,142.46,14.13
2.508,499,50,142.49,14.13
2.649,499,50,142.52,14.13
2.74,499,50,142.55,14.13
2.852,499,50,142.58,14.13
3.0,499,50,142.66,14.13
3.08,499,50,142.73,14.14
3.173,499,50,142.78,14.14
3.255,499,50,142.81,14.14
3.339,499,50,142.82,14.14
3.443,499,50,142.84,14.15
3.559,499,50,142.84,14.15
3.639,499,50,142.86,14.15
3.719,499,50,142.89,14.15
3.808,499,50,142.91,14.16
3.915,499,50,142.93,14.16
4.025,499,50,142.93,14.16
4.108,499,50,142.92,14.16
4.212,499,50,142.91,14.16
4.306,499,50,142.89,14.16
4.383,499,50,142.86,14.16
4.475,500,50,143.12,14.16
4.556,499,50,142.81,14.16
4.649,499,50,142.77,14.16
4.743,500,50,143.02,14.16
4.859,499,50,142.68,14.16
4.985,500,50,142.92,14.15
5.088,499,50,142.6,14.15
5.173,499,50,142.57,14.15
5.306,500,50,142.82,14.15
5.385,499,50,142.5,14.15
5.478,500,50,142.75,14.15
5.556,500,50,142.7,14.14
5.746,499,50,142.34,14.14
5.86,499,50,142.3,14.14
6.086,500,50,142.52,14.14
6.175,500,50,142.48,14.14
6.307,499,49,142.21,13.86
6.387,499,49,142.21,13.86
6.46,499,49,142.22,13.86
6.541,500,49,142.5,13.86
6.651,499,50,142.22,14.15
6.857,499,50,142.23,14.15
6.99,499,51,142.24,14.44
7.076,498,50,141.97,14.16
7.156,497,50,141.7,14.16
7.24,494,51,140.86,14.45
7.387,489,50,139.52,14.17
10.523,399,51,113.66,14.47
10.64,396,51,112.79,14.46
11.057,380,51,108.12,14.46
11.141,376,51,106.97,14.45
11.316,372,51,105.79,14.45
11.66,359,51,102.02,14.44
11.743,356,51,101.15,14.43
11.825,353,51,100.28,14.43
11.987,347,51,98.58,14.43
12.058,343,51,97.46,14.43
16.752,173,50,49.1,14.14
16.868,170,50,48.25,14.14
16.994,167,50,47.4,14.14
17.102,164,50,46.55,14.14
17.183,163,50,46.26,14.14
17.268,161,50,45.7,14.14
17.35,161,50,45.7,14.14
17.46,159,50,45.13,14.14
17.57,159,50,45.14,14.14
17.652,161,50,45.7,14.14
17.755,160,50,45.42,14.14
17.87,160,50,45.42,14.14
17.997,161,50,45.71,14.14
18.099,161,50,45.72,14.14
18.182,161,50,45.72,14.14
18.314,161,50,45.72,14.14
18.396,160,50,45.44,14.14
18.466,161,50,45.72,14.14
18.569,161,50,45.72,14.14
18.653,161,50,45.73,14.14
18.762,161,50,45.73,14.14
18.867,161,50,45.74,14.14
18.994,161,50,45.75,14.14
19.103,161,50,45.75,14.14
19.186,161,50,45.76,14.14
19.33,160,51,45.49,14.42
19.423,160,51,45.49,14.42
19.53,160,50,45.5,14.13
19.668,161,50,45.79,14.13
19.769,161,50,45.8,14.13
19.876,161,50,45.8,14.14
20.007,161,50,45.81,14.14
20.095,161,50,45.82,14.14
20.177,161,50,45.83,14.14
20.261,161,50,45.83,14.15
20.366,161,50,45.84,14.15
20.487,161,50,45.85,14.15
20.602,160,50,45.57,14.15
20.712,160,50,45.58,14.15
20.801,160,50,45.58,14.15
20.899,160,51,45.58,14.44
21.004,161,50,45.86,14.15
21.096,161,50,45.86,14.15
21.179,160,51,45.57,14.43
21.263,160,51,45.56,14.43
21.369,160,50,45.56,14.15
21.483,161,50,45.83,14.15
21.572,161,50,45.83,14.14
