t_s,wx,wy,x_cm,y_cm
6.568,498,49,141.02,13.84
6.666,498,49,140.97,13.83
6.778,499,49,141.23,13.83
6.891,499,49,141.19,13.83
7.034,499,49,141.14,13.83
7.136,499,49,141.13,13.83
7.235,499,49,141.11,13.83
7.391,499,49,141.1,13.83
7.891,499,49,141.14,13.83
7.967,498,49,140.87,13.83
8.043,499,49,141.17,13.83
8.141,498,49,140.91,13.83
8.233,498,49,140.92,13.83
8.311,497,49,140.66,13.83
8.398,495,49,140.12,13.84
8.501,491,50,139.01,14.12
8.569,488,49,138.17,13.84
8.67,484,50,137.05,14.12
8.779,481,50,136.22,14.12
8.895,478,49,135.38,13.84
8.967,475,49,134.53,13.84
9.035,474,49,134.26,13.83
9.145,472,49,133.7,13.83
9.234,470,49,133.13,13.83
9.312,468,48,132.57,13.55
9.399,466,49,132.01,13.83
9.503,463,48,131.16,13.54
9.765,456,48,129.21,13.54
9.845,455,48,128.94,13.55
9.999,450,48,127.55,13.55
10.077,449,48,127.28,13.55
10.834,431,47,122.2,13.27
10.999,427,47,121.05,13.27
11.103,425,46,120.48,12.99
11.746,410,46,116.25,12.99
11.918,407,47,115.42,13.27
12.001,405,47,114.86,13.27
12.108,403,47,114.3,13.27
12.249,401,47,113.74,13.27
12.339,398,46,112.89,12.99
12.451,396,46,112.32,12.99
12.564,394,47,111.76,13.27
12.639,392,47,111.19,13.27
12.745,390,47,110.62,13.27
12.904,387,46,109.76,12.99
12.979,386,46,109.48,12.99
13.071,382,47,108.34,13.27
13.174,381,47,108.05,13.27
13.255,380,47,107.76,13.27
13.341,378,46,107.18,12.99
13.436,376,47,106.6,13.27
13.519,375,47,106.3,13.26
13.602,374,46,106.0,12.98
13.828,369,47,104.57,13.26
13.909,367,47,104.0,13.26
13.984,365,47,103.44,13.26
14.067,363,46,102.87,12.98
14.176,361,47,102.3,13.26
14.285,358,47,101.45,13.26
14.369,357,46,101.17,12.98
14.475,355,47,100.61,13.26
14.567,353,46,100.04,12.98
14.643,351,46,99.48,12.98
14.742,350,47,99.19,13.26
14.818,349,47,98.91,13.26
14.903,346,47,98.07,13.26
15.006,344,47,97.51,13.26
15.122,342,47,96.95,13.26
15.237,341,47,96.67,13.26
15.353,339,47,96.11,13.26
15.438,338,47,95.83,13.26
15.65,336,47,95.26,13.26
15.739,333,47,94.41,13.26
15.819,331,47,93.84,13.26
15.905,329,47,93.27,13.26
16.012,325,47,92.14,13.26
16.126,323,47,91.57,13.26
16.312,320,47,90.72,13.26
16.421,319,47,90.44,13.26
16.505,317,47,89.87,13.26
17.123,304,46,86.18,12.97
17.423,296,46,83.93,12.97
17.508,294,45,83.37,12.69
19.087,269,46,76.26,12.99
20.34,253,46,71.74,12.98
20.686,253,46,71.73,12.97
20.794,253,45,71.73,12.69
21.09,245,47,69.47,13.25
21.179,242,46,68.62,12.97
21.282,240,46,68.06,12.97
21.389,238,46,67.5,12.97
21.481,236,47,66.95,13.25
21.583,234,46,66.39,12.97
21.692,231,46,65.55,12.97
21.796,229,46,64.98,12.97
21.91,227,46,64.42,12.97
21.981,226,46,64.14,12.97
22.094,224,46,63.57,12.97
22.179,222,46,63.01,12.97
22.284,219,46,62.16,12.97
22.395,217,46,61.59,12.97
22.482,215,46,61.03,12.97
22.573,213,46,60.46,12.97
22.642,211,46,59.9,12.97
22.711,209,46,59.34,12.97
22.813,207,46,58.77,12.97
22.907,206,46,58.49,12.97
22.987,204,45,57.93,12.69
23.094,202,46,57.36,12.97
23.181,200,46,56.79,12.97
23.259,199,46,56.51,12.97
23.347,196,46,55.66,12.97
23.461,194,46,55.09,12.97
23.927,184,45,52.24,12.69
24.017,182,45,51.68,12.69
24.126,181,45,51.39,12.69
24.258,179,46,50.82,12.98
24.465,175,45,49.69,12.69
24.536,174,45,49.4,12.7
24.614,173,45,49.12,12.7
24.693,172,45,48.84,12.7
24.786,170,45,48.28,12.7
24.993,168,45,47.71,12.7
25.084,166,45,47.15,12.7
25.186,165,45,46.87,12.7
25.295,164,45,46.59,12.7
25.46,162,45,46.03,12.7
25.543,162,45,46.03,12.7
25.609,161,45,45.75,12.7
25.694,161,45,45.75,12.7
25.783,162,45,46.03,12.7
25.923,162,45,46.03,12.7
25.995,162,45,46.03,12.7
26.084,162,45,46.03,12.7
26.188,162,45,46.02,12.7
26.271,162,45,46.02,12.7
26.357,162,45,46.02,12.7
26.427,162,45,46.02,12.7
26.536,162,45,46.02,12.7
26.619,162,45,46.02,12.7
26.719,161,45,45.73,12.7
26.837,162,45,46.01,12.7
26.915,162,45,46.01,12.7
27.0,161,45,45.73,12.7
27.084,162,45,46.01,12.7
27.189,162,45,46.01,12.7
27.298,162,45,46.0,12.7
27.381,162,45,46.0,12.7
27.489,162,45,45.99,12.7
27.579,162,45,45.99,12.7
27.659,161,45,45.7,12.7
27.755,162,45,45.98,12.7
27.829,161,45,45.69,12.7
27.917,162,45,45.97,12.7
28.021,162,45,45.97,12.7
28.134,162,45,45.97,12.7
28.248,161,45,45.69,12.7
28.315,161,45,45.69,12.7
28.437,161,45,45.69,12.71
28.521,162,45,45.98,12.71
28.595,162,45,45.98,12.71
28.687,162,45,45.98,12.71
28.791,162,45,45.99,12.71
28.931,161,46,45.71,12.99
29.035,162,45,45.99,12.71
29.139,162,45,46.0,12.71
29.259,162,45,46.0,12.71
29.462,162,45,46.02,12.71
29.596,160,46,45.46,12.99
29.694,160,46,45.47,13.0
29.797,160,46,45.48,13.0
29.939,162,45,46.05,12.72
30.042,162,45,46.06,12.72
