t_s,wx,wy,x_cm,y_cm
23.983,171,47,48.76,13.36
24.066,169,47,48.2,13.36
24.138,168,47,47.92,13.36
24.215,168,47,47.92,13.35
24.298,166,47,47.35,13.35
24.408,164,47,46.78,13.35
24.519,165,48,47.07,13.64
24.6,164,47,46.78,13.35
24.704,164,47,46.78,13.35
24.794,163,47,46.49,13.35
24.871,164,47,46.77,13.35
24.983,164,47,46.77,13.35
25.066,162,48,46.2,13.63
25.145,161,48,45.92,13.63
25.232,160,47,45.63,13.34
25.349,161,47,45.91,13.34
25.459,161,47,45.91,13.34
25.537,161,47,45.91,13.34
25.646,161,47,45.91,13.34
25.733,161,47,45.9,13.34
25.816,160,47,45.61,13.34
25.904,160,47,45.61,13.34
26.004,160,47,45.6,13.34
26.148,161,47,45.89,13.33
26.238,160,47,45.61,13.33
26.35,161,47,45.9,13.33
26.461,161,47,45.91,13.33
26.537,161,47,45.93,13.34
26.651,160,47,45.65,13.34
26.739,160,47,45.65,13.34
26.819,161,47,45.94,13.33
26.903,161,48,45.94,13.62
27.013,161,48,45.95,13.61
27.156,160,47,45.66,13.33
27.246,161,47,45.95,13.33
27.362,161,47,45.95,13.33
27.47,161,47,45.95,13.33
27.592,161,47,45.95,13.32
27.674,161,47,45.94,13.32
27.816,161,47,45.94,13.32
27.91,161,47,45.95,13.32
28.019,160,48,45.66,13.61
28.161,161,47,45.95,13.32
28.254,161,47,45.95,13.32
28.343,160,47,45.68,13.33
28.436,160,47,45.7,13.33
28.553,160,48,45.72,13.62
28.66,161,47,46.03,13.34
28.744,161,47,46.04,13.35
28.85,161,47,46.06,13.35
28.96,161,47,46.06,13.35
29.044,161,47,46.06,13.35
29.142,161,47,46.06,13.35
29.259,161,47,46.06,13.35
29.343,160,48,45.77,13.63
29.43,160,48,45.76,13.63
29.51,161,47,46.04,13.35
29.619,161,47,46.03,13.35
29.735,161,47,46.02,13.35
29.815,161,48,46.01,13.63
29.916,161,47,46.0,13.35
30.031,161,47,45.99,13.34
30.141,161,47,45.97,13.34
