t_s,wx,wy,x_cm,y_cm
0.136,500,50,142.23,14.14
0.215,500,50,142.25,14.14
0.299,501,51,142.54,14.42
0.408,501,50,142.55,14.14
0.515,501,51,142.57,14.42
0.598,501,50,142.59,14.13
0.702,501,51,142.61,14.41
0.803,501,51,142.62,14.41
0.897,501,51,142.64,14.41
0.979,501,50,142.65,14.12
1.065,501,51,142.64,14.4
1.151,501,50,142.64,14.12
1.227,501,50,142.64,14.12
1.346,501,50,142.64,14.12
1.459,501,50,142.64,14.12
1.579,501,50,142.65,14.12
1.662,501,50,142.66,14.12
1.745,501,50,142.67,14.12
1.828,501,50,142.68,14.12
1.938,501,50,142.71,14.13
2.042,501,50,142.74,14.13
2.129,501,50,142.76,14.13
2.233,501,50,142.78,14.14
2.35,500,50,142.51,14.14
2.462,501,50,142.8,14.14
2.581,501,50,142.8,14.14
2.663,501,50,142.8,14.14
2.802,501,50,142.81,14.14
2.897,501,50,142.82,14.14
3.001,501,50,142.84,14.14
3.144,501,50,142.85,14.14
3.244,501,50,142.85,14.14
3.351,501,50,142.85,14.14
3.466,501,50,142.85,14.14
3.58,501,50,142.85,14.15
3.807,501,50,142.86,14.15
3.895,501,50,142.86,14.15
4.003,501,50,142.86,14.15
4.145,501,51,142.86,14.43
4.236,500,50,142.56,14.15
4.54,501,51,142.82,14.44
4.647,500,51,142.53,14.44
4.731,500,51,142.51,14.44
4.804,500,51,142.51,14.44
4.874,500,51,142.5,14.44
4.945,500,51,142.49,14.44
5.029,499,51,142.2,14.44
5.139,496,51,141.33,14.44
5.247,485,51,138.19,14.44
5.328,475,51,135.34,14.44
6.263,340,49,96.78,13.88
7.197,215,52,61.2,14.74
7.266,205,52,58.37,14.75
8.127,159,50,45.31,14.2
8.204,160,50,45.6,14.2
8.312,160,50,45.6,14.2
8.395,160,50,45.6,14.2
8.464,160,50,45.61,14.19
8.549,160,50,45.61,14.19
8.631,159,50,45.32,14.19
8.734,159,50,45.32,14.19
8.805,159,50,45.32,14.19
8.91,159,50,45.32,14.19
8.998,159,50,45.32,14.18
9.081,159,50,45.32,14.18
9.169,159,50,45.33,14.18
9.277,159,50,45.34,14.18
9.384,159,50,45.34,14.18
9.478,159,50,45.34,14.18
9.554,160,50,45.63,14.18
9.644,159,50,45.35,14.17
9.746,160,50,45.64,14.17
9.862,160,50,45.66,14.18
9.941,160,50,45.67,14.18
10.046,160,50,45.68,14.18
10.139,159,50,45.4,14.18
10.217,159,50,45.41,14.19
10.309,159,50,45.42,14.19
10.396,159,50,45.42,14.19
10.48,160,50,45.71,14.19
10.58,159,50,45.42,14.19
10.693,160,50,45.7,14.19
10.811,160,50,45.7,14.19
10.926,160,50,45.7,14.19
11.01,160,50,45.69,14.19
11.146,160,50,45.69,14.19
11.249,160,50,45.68,14.19
11.348,160,50,45.67,14.19
11.49,160,50,45.67,14.19
11.582,159,50,45.37,14.18
11.694,159,50,45.37,14.18
11.813,159,50,45.36,14.18
11.927,159,50,45.35,14.18
12.01,159,50,45.34,14.18
12.144,160,50,45.62,14.18
12.226,159,50,45.33,14.18
12.308,160,50,45.61,14.18
